template_id,somatotype,gender,goal,activity_level,exercise_complexity,exercise_type,protein_pct,carbs_pct,fats_pct,breakfast_foods,lunch_foods,dinner_foods,snack_foods,diet_principles,fitness_strategy,push_exercises,pull_exercises,legs_exercises,bodyweight_exercises,description
ENME_F_GAIN_MODR_BEG_GYM_C792,endo_meso,female,weight_gain,moderate,beginner,gym,32,48,20,"Egg, Whole, Boiled Or Poached | Rice, Fried, | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg Omelet Or Scrambled Egg, As To Fat | Rice, Fried, With Chicken | Bread, White","Adobo, With Rice | Fish, As To Type, Baked Or Broiled | Rice, Fried, With Pork | Black Beans, From Canned, Fat Added | Beans And Rice, With Meat | Beef And Rice With Soy-Based Sauce","Rice, White, With Lentils, No Added Fat | Chicken Or Turkey And Rice With Soy-Based Sauce | Chicken Or Turkey With Dumplings | Black Beans, From Canned, No Added Fat | Fish And Rice With Mushroom Sauce | Beef With Tomato-Based Sauce","Dumpling, No Meat | Pudding, Rice | Fish, Cake Or Patty | Cake Made With Glutinous Rice",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_MODR_BEG_BWE_4D71,endo_meso,female,weight_gain,moderate,beginner,bodyweight,32,48,20,"Fish, Catfish, Steamed | Egg, Whole, Fried With Cooking Spray | Adobo, With Rice | Egg Omelet Or Scrambled Egg, As To Fat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Rice, Fried, With Chicken","Beef With Soy-Based Sauce | Fish, Tilapia, Steamed | Beans, From Dried, As To Type, Fat Added | Fish, As To Type, Baked Or Broiled | Rice, Fried, With Pork | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten","Rice, Fried, Meatless | Chicken Or Turkey With Dumplings | Black Beans, From Canned, No Added Fat | Beef With Tomato-Based Sauce | Rice, White, With Lentils, No Added Fat | Chicken Or Turkey And Rice With Soy-Based Sauce","Banana Chips | Pudding, Tapioca, Ready-To-Eat | Cake Made With Glutinous Rice | Banana, Raw",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_MODR_INT_GYM_2007,endo_meso,female,weight_gain,moderate,intermediate,gym,32,48,20,"Rice, Fried, | Bread, White | Egg Omelet Or Scrambled Egg, As To Fat | Egg, Whole, Boiled Or Poached | Egg, Whole, Fried With Oil | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Beef With Tomato-Based Sauce | Beans And Rice, With Meat | Black Beans, From Canned, Fat Added | Fish, As To Type, Baked Or Broiled | Adobo, With Rice | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten","Fish, Catfish, Steamed | Rice, White, With Lentils, No Added Fat | Beef And Rice With Tomato-Based Sauce | Chicken Or Turkey With Dumplings | Dumpling, No Meat | Chicken Or Turkey And Rice With Soy-Based Sauce","Banana, Baked | Bread, Sweet Potato | Coconut Milk | Cake Made With Glutinous Rice",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_MODR_INT_BWE_F79F,endo_meso,female,weight_gain,moderate,intermediate,bodyweight,32,48,20,"Egg, Whole, Fried With Oil | Rice, Fried, With Chicken | Bread, White | Egg Omelet Or Scrambled Egg, As To Fat | Fish, Catfish, Steamed | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Beef With Tomato-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Fish, As To Type, Baked Or Broiled | Beans, From Dried, As To Type, Fat Added | Fish And Rice With Tomato-Based Sauce | Beans And Rice, With Meat","Chicken Or Turkey With Dumplings | Fish, As To Type, Steamed | Dumpling, No Meat | Fish And Rice With Mushroom Sauce | Adobo, With Rice | Fish, Catfish, Steamed","Cake Made With Glutinous Rice And Dried Beans | Cake Made With Glutinous Rice | Banana, Raw | Fish, Cake Or Patty",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_MODR_ADV_GYM_EBF7,endo_meso,female,weight_gain,moderate,hard,gym,32,48,20,"Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Bread, White | Rice, Fried, With Chicken | Rice, Fried, | Egg Omelet Or Scrambled Egg, As To Fat","Beans, From Dried, As To Type, Fat Added | Beef With Soy-Based Sauce | Fish, Tilapia, Steamed | Beef And Rice With Soy-Based Sauce | Beans And Rice, With Meat | Beef With Tomato-Based Sauce","Chicken Or Turkey With Dumplings | Fish And Rice With Mushroom Sauce | Fish And Rice With Tomato-Based Sauce | Rice, White, With Lentils, No Added Fat | Black Beans, From Canned, No Added Fat | Rice, Fried, Meatless","Bean Paste, Sweetened | Banana Chips | Cake Made With Glutinous Rice And Dried Beans | Bean Cake",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_MODR_ADV_BWE_ECAC,endo_meso,female,weight_gain,moderate,hard,bodyweight,32,48,20,"Bread, White | Adobo, With Rice | Egg, Whole, Boiled Or Poached | Egg, Whole, Fried With Oil | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Egg Omelet Or Scrambled Egg, As To Fat","Beans And Rice, With Meat | Rice, Fried, With Pork | Rice, Fried, With Chicken | Beef With Tomato-Based Sauce | Beans, From Dried, As To Type, Fat Added | Chicken Or Turkey And Rice With Soy-Based Sauce","Fish, Tilapia, Steamed | Rice, White, With Lentils, No Added Fat | Rice, Fried, Meatless | Fish, Catfish, Steamed | Fish, As To Type, Steamed | Fish And Rice With Tomato-Based Sauce","Dumpling, No Meat | Pudding, Rice | Fish, Cake Or Patty | Cake Made With Glutinous Rice And Dried Beans",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_BEG_GYM_2A15,endo_meso,female,weight_gain,heavy,beginner,gym,32,48,20,"Egg, Whole, Boiled Or Poached | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Tilapia, Steamed | Bread, White | Adobo, With Rice | Frankfurters Or Hot Dogs With Tomato-Based Sauce","Rice, Fried, With Chicken | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Beans, From Dried, As To Type, Fat Added | Fish, As To Type, Baked Or Broiled | Beef With Soy-Based Sauce | Fish And Rice With Tomato-Based Sauce","Chicken Or Turkey And Rice With Soy-Based Sauce | Black Beans, From Canned, No Added Fat | Fish, Catfish, Steamed | Beans, From Dried, As To Type, No Added Fat | Dumpling, No Meat | Rice, Fried, Meatless","Cake Made With Glutinous Rice And Dried Beans | Bean Paste, Sweetened | Coconut Milk | Banana, Baked",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_BEG_BWE_0843,endo_meso,female,weight_gain,heavy,beginner,bodyweight,32,48,20,"Egg, Whole, Fried With Oil | Egg, Whole, Fried With Cooking Spray | Fish, Tilapia, Steamed | Rice, Fried, | Rice, Fried, With Chicken | Adobo, With Rice","Rice, Fried, With Pork | Chicken Or Turkey And Rice With Soy-Based Sauce | Beef And Rice With Soy-Based Sauce | Beef With Soy-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Beef With Tomato-Based Sauce","Fish, As To Type, Steamed | Rice, Fried, Meatless | Beans And Rice, With Meat | Fish And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce | Chicken Or Turkey With Dumplings","Bread, Sweet Potato | Wonton, Dumpling Or Pot Sticker, Steamed | Bean Paste, Sweetened | Bread, White",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"LEH9jxP,9E25EOx,VPPtusI,TFqbd8t,aWedzZX,bJYHBIN,qaZVsGk,RrLske5",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_INT_GYM_9064,endo_meso,female,weight_gain,heavy,intermediate,gym,32,48,20,"Rice, Fried, With Chicken | Fish, Catfish, Steamed | Egg, Whole, Fried With Cooking Spray | Fish, Tilapia, Steamed | Adobo, With Rice | Egg, Whole, Boiled Or Poached","Beef With Soy-Based Sauce | Beans And Rice, With Meat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, As To Type, Baked Or Broiled | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Pork","Beans And Rice, With Meat | Rice, White, With Lentils, No Added Fat | Adobo, With Rice | Beef With Tomato-Based Sauce | Fish And Rice With Tomato-Based Sauce | Rice, Fried, Meatless","Coconut Milk | Dumpling, No Meat | Cake Made With Glutinous Rice | Pudding, Rice",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","EIeI8Vf,ns0SIbU,yz9nUhF,9WTm7dq,Xy4jlWA,kTbSH9h,h8LFzo9,NN8nSNT","lBDjFxJ,eZyBC3j,fUBheHs,C0MA9bC,25GPyDY,ae9UoXQ,HPlPoQA,dG7tG5y","qXTaZnJ,wQ2c4XD,RRWFUcw,qKBpF7I,ipvgBnC",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_INT_BWE_6841,endo_meso,female,weight_gain,heavy,intermediate,bodyweight,32,48,20,"Fish, Catfish, Steamed | Egg, Whole, Boiled Or Poached | Bread, White | Egg, Whole, Fried With Cooking Spray | Egg Omelet Or Scrambled Egg, As To Fat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Black Beans, From Canned, Fat Added | Beef With Soy-Based Sauce | Fish, As To Type, Baked Or Broiled | Beef With Tomato-Based Sauce | Fish, Tilapia, Steamed | Fish And Rice With Tomato-Based Sauce","Adobo, With Rice | Rice, White, With Lentils, No Added Fat | Fish, As To Type, Steamed | Fish And Rice With Mushroom Sauce | Dumpling, No Meat | Chicken Or Turkey And Rice With Soy-Based Sauce","Fish, Cake Or Patty | Bean Cake | Coconut Milk | Wonton, Dumpling Or Pot Sticker, Steamed",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"I4hDWkc,lBDjFxJ,bZGHsAZ,X6C6i5Y,kMzUs9Y,LIlE5Tn,I3tsCnC,dK9394r",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_ADV_GYM_FA35,endo_meso,female,weight_gain,heavy,hard,gym,32,48,20,"Egg, Whole, Fried With Oil | Rice, Fried, With Chicken | Egg, Whole, Fried With Cooking Spray | Fish, Catfish, Steamed | Rice, Fried, | Bread, Wheat Or Cracked Wheat","Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Beef And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Beans, From Dried, As To Type, Fat Added | Beef With Soy-Based Sauce | Beef With Tomato-Based Sauce","Black Beans, From Canned, No Added Fat | Fish, As To Type, Steamed | Rice, Fried, Meatless | Beef And Rice With Tomato-Based Sauce | Fish And Rice With Tomato-Based Sauce | Fish And Rice With Mushroom Sauce","Banana, Baked | Pudding, Tapioca, Ready-To-Eat | Bean Paste, Sweetened | Bread, Sweet Potato",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes","3TZduzM,GrO65fd,ezTvXcr,0CXGHya,SGY8Zui,rQxwMxO,K1vlode,ZsiqXYa","HMzLjXx,r0z6xzQ,yJUHKTn,Jsgsc27,IENzBdA,gvsWLQw,xNrS20v,jQGwmxN","gfk9kD4,zG0zs85,XlZ4lAC,t8iSghb,0lQnxMZ",,Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
ENME_F_GAIN_HEVY_ADV_BWE_792A,endo_meso,female,weight_gain,heavy,hard,bodyweight,32,48,20,"Adobo, With Rice | Egg, Whole, Fried With Oil | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Egg, Whole, Fried With Cooking Spray | Egg Omelet Or Scrambled Egg, As To Fat | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten","Chicken Or Turkey And Rice With Soy-Based Sauce | Chicken, As To Part, Fried, Coated, Skin / Coating Not Eaten | Rice, Fried, With Chicken | Beans And Rice, With Meat | Fish And Rice With Tomato-Based Sauce | Beef And Rice With Soy-Based Sauce","Black Beans, From Canned, No Added Fat | Chicken Or Turkey With Dumplings | Fish, Tilapia, Steamed | Adobo, With Rice | Fish, As To Type, Steamed | Dumpling, No Meat","Bread, White | Banana, Baked | Wonton, Dumpling Or Pot Sticker, Steamed | Fish, Cake Or Patty",Clean Bulk: 48% Carbs limits fat spillover | 32% Protein prioritizes muscle tissue growth | Quality whole food sources | Focus on muscle building over fat gain,"Clean bulk approach with strength priority and careful cardio integration. | Strength-focused with strategic cardio | Compound Movements with moderate rest | Moderate to heavy weights, 8-12 reps per set | Rest 45 to 75 secs between sets | Add Superset Trainings for efficiency | 3 to 4 sessions of strength training and 3 to 4 sessions of cardio per week | 45 to 60 mins of quality workout session | Cardio Suggestions: Jogging (30-40 mins) | Power walking | Cycling | Rowing | Swimming | Circuit training | HIIT sessions | Stair climbing | Sports (basketball, football) | Group fitness classes",,,,"HjdqmZa,72BC5Za,rQxwMxO,yJUHKTn,MUic5zN,A9qxk2F,nqs5HGV,PkCN2lv",Combination of endomorph-mesomorph traits | Medium to larger bone structure | Athletic but naturally curvy body | Moderate to slower metabolism | Gains muscle easily but also stores fat readily | Can build a lot of muscle with proper training | Needs to pay attention to food intake while staying active | Strong and powerful build potential | Benefits from balanced training and controlled nutrition
CENT_M_LOSS_SEDE_BEG_GYM_8373,central,male,weight_loss,sedentary,beginner,gym,25,52,23,"Egg Omelet Or Scrambled Egg, As To Fat | Frankfurters Or Hot Dogs With Tomato-Based Sauce | Egg, Whole, Fried With Oil | Chicken, As To Part, Baked, Broiled, Or Roasted, Skin Not Eaten | Fish, Catfish, Steamed | Egg, Whole, Boiled Or Poached","Adobo, With Rice | Fish, As To Type, Baked Or Broiled | Beef And Rice With Soy-Based Sauce | Black Beans, From Canned, Fat Added | Rice, Fried, With Pork | Fish, Tilapia, Steamed","Fish, As To Type, Steamed | Beef With Tomato-Based Sauce | Rice, Fried, Meatless | Fish And Rice With Mushroom Sauce | Dumpling, No Meat | Rice, White, With Lentils, No Added Fat","Cake Made With Glutinous Rice And Dried Beans | Pudding, Tapioca, Ready-To-Eat | Banana, Baked | Pudding, Rice",Balanced Deficit: 52% Carbs provides adequate energy for training while in deficit | 25% Protein preserves lean mass without excess | 23% Fat supports hormone function | Focus on whole foods and portion control | Moderate sustainable deficit approach | Flexible macronutrient timing,"Well-rounded approach combining equal strength and cardio for sustainable fat loss and body composition improvement. | Versatile balanced approach | Mix of Compound and Isolation Movements | Moderate weights, 8-12 reps per set | Rest 60 to 90 secs between sets | Equal emphasis on strength and cardio | 3 to 4 sessions each of strength training and cardio per week | 45 to 60 mins of quality workout session | Periodize training to prevent plateaus | Explore various training modalities | Cardio Suggestions: Jogging (25-35 mins) | Swimming | Cycling | Recreational sports (basketball, badminton, tennis) | Group fitness classes | Light HIIT | Walking with incline | Dance fitness | Rowing | Varied cardio to prevent adaptation","xLYSdtg,5v7KYld,SpYC0Kp,PAgTVaK,znQUdHY,DsgkuIt,3ZflifB,JhYSVwT","7I6LNUG,7F1DVzn,kiJ4Z2K,ZX9UZmj,6TG6x2w,G08RZcQ,NbVPDMW,ZZKbeMw","10Z2DXU,jFtipLl,my33uHU,17lJ1kr,bOOdeyc",,"Balanced Heath-Carter somatotype (3-3-3 or 4-4-4 rating) | Medium bone structure with proportional build | Neither extremely thin, muscular, nor heavy | Moderate fat storage and muscle development | Average metabolism - neither fast nor slow | Responds well to various training modalities | Versatile body composition adaptability | Can shift toward any extreme with proper training/nutrition | Benefits from balanced, well-rounded approach to diet and exercise"
